gene_id,symbol,baseline_1,baseline_2,baseline_3,DE.BSA.DMSO.day5_2,DE.BSA.DMSO.day5_3,DE.FFA.LPS.day5_1,DE.FFA.LPS.day5_2,DE.FFA.LPS.day5_3,DE.TMC.day5_1,DE.TMC.day5_2,DE.TMC.day5_3
ENSG00000248155,WI2-89927D4.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,0.279975,-4.6166,-0.490349,-4.29865,-4.74855
ENSG00000274584,RP11-819M15.2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-4.6166,-4.72034,-4.29865,-4.74855
ENSG00000228826,RP11-344P13.4,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-0.727078,-4.6166,-0.665645,-0.203773,-0.799714
ENSG00000278847,RP11-414C23.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-4.6166,-4.72034,-4.29865,-0.356121
ENSG00000272389,CTC-487M23.7,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-0.865132,-4.72034,-4.29865,-4.74855
ENSG00000254539,RP4-791M13.3,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-0.878717,-2.15432,-4.72034,-0.974279,-4.74855
ENSG00000243779,RP11-681N23.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-1.58304,-4.6166,-0.751484,-4.29865,-0.117657
ENSG00000233870,AC007881.4,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,1.20648,0.34843,1.30421,-4.72034,0.791652,2.35808
ENSG00000253227,RP11-383J24.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-0.933962,0.446022,-0.221643,-1.12585,-1.02857
ENSG00000271324,RP11-10C24.2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,0.0464305,-1.56131,0.285481,-4.72034,-4.29865,-0.453825
ENSG00000267699,RP11-729L2.2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-0.605346,-2.02961,-0.467485,-0.679374,-4.29865,-0.918686
ENSG00000272854,RP4-593H12.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-1.49119,-4.72034,-4.29865,-4.74855
ENSG00000267119,RPL10P15,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,0.0831721,-4.7148,-0.598556,-4.72034,0.565364,-0.0471557
ENSG00000224594,RPL29P19,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-0.672334,-1.30089,0.122612,-4.29865,-4.74855
ENSG00000267082,CTC-510F12.2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-0.878683,-4.72034,-4.29865,-4.74855
ENSG00000273597,RP11-392A14.9,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-2.13671,-0.236275,-4.29865,-0.823677
ENSG00000224011,AC111155.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-0.722792,-0.711029,-4.6166,-0.750958,1.24829,-0.876843
ENSG00000258904,RP11-638I2.2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-0.892919,-1.55175,-1.63854,-4.29865,-4.74855
ENSG00000279361,RP11-360N9.3,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-2.58303,-4.6166,-4.72034,-1.33492,-4.74855
ENSG00000213791,RP11-941H19.2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.00897,-1.09401,-4.6166,-1.82086,-4.29865,-1.86593
ENSG00000225107,AC092484.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,0.442556,-4.72034,-4.29865,-4.74855
ENSG00000227581,RP13-140E4.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-4.6166,-4.72034,-4.29865,-4.74855
ENSG00000233942,AC004012.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-1.54759,-4.72034,0.106273,-1.76694
ENSG00000276523,RP11-490B18.6,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-4.6166,-4.72034,-4.29865,-1.61809
ENSG00000265962,GACAT2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.39875,-4.7148,-4.6166,-2.18288,-0.468303,-4.74855
ENSG00000250202,RP11-397E7.2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-0.739213,-0.660789,-4.72034,-4.29865,0.379437
ENSG00000271882,KB-1410C5.5,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,0.0783217,0.269687,-1.15639,-4.72034,0.0662578,-0.555981
ENSG00000274364,RP3-324O17.7,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-4.6166,0.518564,0.711171,-4.74855
ENSG00000258789,RP11-507K2.3,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.92302,-4.7148,-4.6166,-2.03128,-4.29865,-4.74855
ENSG00000274259,XXbac-BPG294E21.9,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-1.22023,-4.72034,-4.29865,-4.74855
ENSG00000216802,RP11-390P2.2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.27527,-2.07413,-4.6166,-4.72034,-4.29865,-4.74855
ENSG00000237337,RP11-567C20.2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-4.6166,0.237392,0.0114535,0.386453
ENSG00000231663,RP5-827C21.4,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.67153,-1.77347,-1.67041,-0.980959,0.514332,-0.35953
ENSG00000241362,RPL36AP43,0.49607414,0.49607414,0.49607414,0.142103,0.146415,0.576008,-4.7148,-0.620935,-0.658037,-4.29865,-0.83727
ENSG00000234332,BCAS2P2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,0.00838494,-4.7148,-0.703869,-1.92361,-4.29865,-1.2966
ENSG00000227879,PSPC1P1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-1.89591,-1.7444,-4.72034,-4.29865,-1.94336
ENSG00000278921,EPB41L4A-AS2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.23263,-0.726898,-0.992917,-4.72034,-4.29865,-2.60096
ENSG00000272945,CTD-3216D2.5,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-4.6166,-1.74661,-4.29865,-4.74855
ENSG00000225555,AP000320.6,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-1.43073,-4.6166,-0.251706,-0.895251,-1.58883
ENSG00000213201,FABP5P10,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-0.955202,-0.000219451,-4.29865,-0.433302
ENSG00000259803,SLC22A31,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-0.840466,-0.44258,-1.25331,1.28396,1.18877,0.974869
ENSG00000232334,RP11-47G11.2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-1.60638,-1.58118,-4.72034,-4.29865,-4.74855
ENSG00000234619,RPL7P11,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-1.93061,-1.83383,-1.9317,-4.29865,-4.74855
ENSG00000254260,RP11-369E15.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-0.901845,-4.72034,-4.29865,-4.74855
ENSG00000277873,RP11-33N14.3,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.1623,-2.03346,-1.19805,-0.839196,0.018539,-2.08344
ENSG00000235590,GNAS-AS1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-2.07066,-3.21957,-4.6166,-4.72034,-4.29865,-2.6696
ENSG00000260571,BNIP3P5,0.49607414,0.49607414,0.49607414,0.3562,0.170867,-4.61901,-0.799552,-1.21411,-4.72034,-4.29865,-4.74855
ENSG00000214184,GCC2-AS1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.59729,-1.75557,-4.6166,-0.94078,-1.14187,-1.0258
ENSG00000262362,LA16c-380H5.2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.7427,-4.7148,-4.6166,-1.81195,-4.29865,-1.10957
ENSG00000261000,RP11-534L20.5,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.46171,-4.7148,-4.6166,-1.60104,-4.29865,-4.74855
ENSG00000251688,RP11-752L20.5,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-4.6166,-4.72034,-4.29865,-4.74855
ENSG00000218027,RP11-157J24.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-2.20304,-4.6166,-4.72034,-2.35119,-1.87852
ENSG00000278627,RP11-506H21.5,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-1.18127,-0.669685,-1.92256,0.542752,-4.74855
ENSG00000156206,CFAP161,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-2.93842,-4.6166,-1.68544,-2.35772,-4.74855
ENSG00000283511,RP11-456N14.6,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.01018,-4.7148,-2.46259,-1.86442,-4.29865,-4.74855
ENSG00000274248,AJ011932.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.32931,-0.239736,-4.6166,-0.652578,-4.29865,-1.50191
ENSG00000178750,STX19,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-4.6166,-4.72034,-1.27687,-2.65433
ENSG00000233005,AC067959.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-4.6166,-4.72034,-1.00176,-4.74855
ENSG00000269961,CTD-2033C11.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-0.723209,-1.52807,0.71405,-1.65119
ENSG00000269476,CTD-2583A14.9,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-4.6166,-0.681844,-0.0910618,-4.74855
ENSG00000270938,RAP2CP1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-0.549467,-4.6166,0.428145,-4.29865,-0.0868844
ENSG00000215399,HMGB3P7,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-0.990132,-4.72034,-0.520966,-1.1507
ENSG00000256742,RP13-941N14.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.5963,-0.5113,-0.822213,-4.72034,-4.29865,-1.72721
ENSG00000259153,RP6-65G23.3,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-0.714075,-1.76026,-0.261116,-4.29865,-4.74855
ENSG00000254978,ALG1L9P,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-0.378677,-0.954227,-4.6166,-4.72034,-4.29865,0.11595
ENSG00000275185,RP13-753N3.3,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-4.6166,-4.72034,-1.10141,-1.76768
ENSG00000256975,RP11-525E9.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-3.00088,-3.10969,-4.6166,-3.11166,-4.29865,-2.556
ENSG00000260211,RP13-395E19.2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-3.19087,-4.72034,-4.29865,-3.92859
ENSG00000258171,RP11-511B23.3,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-4.6166,-4.72034,-4.29865,-4.74855
ENSG00000274363,RP11-104O19.4,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-0.612732,-1.23606,-2.02998,-4.29865,-4.74855
ENSG00000213211,KRT18P64,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-2.50302,-4.7148,-1.40686,-4.72034,-0.625735,-1.57555
ENSG00000272320,RP11-506K6.4,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-3.08594,-4.6166,-3.05807,-1.4406,-3.16009
ENSG00000273073,RP11-109E12.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.67316,-1.77021,-4.6166,-1.77327,-4.29865,-4.74855
ENSG00000274403,CTD-2036P10.6,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-1.78039,-1.10561,0.18717,-1.2125
ENSG00000261375,RP11-632K20.6,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.8349,-1.08091,-4.6166,-1.09388,-0.731255,-4.74855
ENSG00000259339,TGIF1P1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-2.10535,-4.7148,-1.33586,-2.19769,-0.871299,-4.74855
ENSG00000163331,DAPL1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-2.60529,-2.50964,-4.72034,-0.705509,-4.74855
ENSG00000271943,RP11-222K16.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-4.6166,-0.632925,0.336402,-1.53203
ENSG00000163806,SPDYA,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-2.8214,-4.7148,-2.79648,-2.13742,-4.29865,-1.95719
ENSG00000276408,RP11-490B18.5,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-0.241546,-0.68773,-4.72034,-4.29865,-4.74855
ENSG00000129654,FOXJ1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.94424,-2.67413,-4.6166,-3.28414,-4.29865,-2.42073
ENSG00000127083,OMD,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.32052,-3.22145,-1.87162,-2.26212,-2.05175,-3.2901
ENSG00000249171,RP11-767N15.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-1.41144,-4.6166,-4.72034,-4.29865,-1.05427
ENSG00000240591,RP11-247I13.11,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.55131,-1.62134,-4.6166,-0.376619,-4.29865,-0.695365
ENSG00000274002,RP11-66N24.6,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-0.933671,-2.1968,-0.0839519,-4.72034,-0.438673,-1.11599
ENSG00000255921,RP11-662I13.2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.95584,-4.7148,-4.6166,-1.29575,-4.29865,-1.39895
ENSG00000262497,FAM187B2P,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-2.01789,-4.6166,-4.72034,-4.29865,-4.74855
ENSG00000259006,RP11-566K11.4,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.58388,-2.39932,-2.29617,-2.39297,-1.12177,-1.77045
ENSG00000214561,RBBP4P4,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-2.58513,-2.68735,-4.6166,-1.97365,-4.29865,-2.0506
ENSG00000161798,AQP5,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-0.15692,-2.09557,-2.68673,-4.72034,-4.29865,-4.74855
ENSG00000189275,LINC01164,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-4.6166,-4.72034,-4.29865,-4.74855
ENSG00000268628,RP1-122P22.4,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-2.21961,-2.81012,-4.72034,-4.29865,-1.6282
ENSG00000214204,HNRNPA1P43,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-2.19425,-4.7148,-2.88127,-1.55727,-4.29865,-2.35944
ENSG00000260475,RP11-85A1.3,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.41414,-1.54661,-2.1846,-2.2262,-1.68034,-4.74855
ENSG00000213561,RP11-386I14.2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-0.953644,-4.6166,-1.36338,-4.29865,-1.44929
ENSG00000155761,SPAG17,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.06608,-0.837907,-3.07131,-4.72034,-4.29865,-4.74855
ENSG00000129744,ART1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-2.58516,-0.896225,-1.92294,-4.72034,-4.29865,-4.74855
ENSG00000187492,CDHR4,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-2.51237,-4.7148,-1.90871,-2.85158,-4.29865,-2.70994
ENSG00000260122,RP11-923I11.3,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-2.17902,-2.35582,-2.18884,-1.55028,-1.01684,-2.39755
ENSG00000249006,RP11-317B7.2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-2.93274,-4.72034,-4.29865,-4.74855
ENSG00000261336,EIF4BP5,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-2.88651,-2.33487,-4.6166,-1.93596,-4.29865,-4.74855
ENSG00000261242,CTD-2302E22.4,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-2.42575,-1.78736,-4.29865,-4.74855
ENSG00000235288,RP11-70C1.3,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-0.639944,-0.566879,-4.72034,-4.29865,-0.293076
ENSG00000251441,RTEL1P1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-3.00664,-2.54949,-2.62933,-4.29865,-3.04895
ENSG00000224236,MRRFP1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-2.81054,-2.93623,-2.82707,-2.92505,-2.36389,-1.92053
ENSG00000273374,RP11-383I23.2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-4.6166,-2.92008,-4.29865,-2.34608
ENSG00000224750,RP11-94M14.2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-3.11857,-4.7148,-4.6166,-2.21053,-4.29865,-2.66063
ENSG00000224238,WARS2-IT1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-1.56681,-4.6166,-2.48562,-4.29865,-4.74855
ENSG00000236138,DUX4L26,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-1.96652,-1.87596,-4.72034,-4.29865,-4.74855
ENSG00000277224,HIST1H2BF,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-2.62448,-4.6166,-4.72034,-4.29865,-2.68189
ENSG00000225794,AC073321.4,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-4.6166,-1.8855,-4.29865,-1.24887
ENSG00000237223,SULT1C2P1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-3.02864,-2.26612,-3.02796,-4.29865,-1.77549
ENSG00000266899,AKR1B1P7,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.12787,-4.7148,-2.29473,-2.32595,-4.29865,-4.74855
ENSG00000282033,RP11-506F3.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.38405,-0.770533,-0.674838,-1.08631,-0.483057,-4.74855
ENSG00000250371,RP11-22A3.2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-4.6166,-4.72034,-2.76812,-4.74855
ENSG00000168032,ENTPD3,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-2.83768,-1.66085,-2.2003,-0.933236
ENSG00000272087,RP11-379F4.7,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.82928,-0.761695,-4.6166,-4.72034,-4.29865,-4.74855
ENSG00000271579,RP11-116D17.3,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-2.53929,-2.44492,-2.5409,-1.25289,-1.92392
ENSG00000223843,EFCAB6-AS1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-3.2998,-4.6166,-2.33813,-2.77348,-4.74855
ENSG00000203825,RP11-744H18.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.92197,-4.7148,-2.60992,-3.26912,-4.29865,-4.74855
ENSG00000233858,AC026904.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-3.45626,-4.72034,-4.29865,-4.74855
ENSG00000249690,RP11-1336O20.2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-4.6166,-4.72034,-1.96185,-3.24201
ENSG00000268660,LETM1P2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-3.05193,-3.20278,-3.08318,-4.72034,-4.29865,-2.58337
ENSG00000100191,SLC5A4,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-2.35256,-3.11238,-4.6166,-4.72034,-4.29865,-4.74855
ENSG00000171989,LDHAL6B,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-2.83628,-4.7148,-2.85935,-4.72034,-4.29865,-3.00875
ENSG00000248827,RP11-252I13.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-3.04129,-4.72034,-4.29865,-3.18866
ENSG00000260302,RP11-973H7.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-1.58848,-2.57396,-1.9518,-4.29865,-4.74855
ENSG00000283122,HYMAI,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-3.35895,-2.91084,-2.85736,-3.49649,-2.93855,-3.55941
ENSG00000148204,CRB2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-3.16457,-3.59079,-4.6166,-4.72034,-4.29865,-3.63519
ENSG00000170577,SIX2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.74301,-2.51143,-2.43096,-4.72034,-2.60546,-4.74855
ENSG00000251226,RP11-469N6.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-3.0131,-4.6166,-3.54187,-4.29865,-4.74855
ENSG00000267396,RP11-845C23.3,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-1.39047,-4.6166,-4.72034,-4.29865,-4.74855
ENSG00000265798,RP11-271K11.5,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.47983,-2.03318,-0.970865,-4.72034,-4.29865,-4.74855
ENSG00000219410,RP4-761J14.8,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-2.12864,-4.7148,-4.6166,-4.72034,-4.29865,-4.74855
ENSG00000187942,LDLRAD2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-3.49159,-2.46387,-2.99614,-4.72034,-4.29865,-4.74855
ENSG00000225760,LINC00431,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.09174,-0.75987,-1.37829,-2.5761,-4.29865,-4.74855
ENSG00000205693,MANSC4,0.49607414,0.49607414,0.49607414,0.785815,0.555146,-1.17718,-0.810972,-1.24071,-2.45895,-4.29865,-2.53389
ENSG00000235927,NEXN-AS1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.78872,-2.60858,-2.08977,-4.72034,-1.99599,-2.62441
ENSG00000240216,CPHL1P,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-2.47559,-1.96754,-0.795196,-4.72034,-4.29865,-1.74887
ENSG00000107242,PIP5K1B,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.9482,-1.66004,-3.19937,-4.72034,-4.29865,-1.56251
ENSG00000148942,SLC5A12,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-0.776709,-1.71083,-2.20723,-2.02245,-2.20311,-1.15449
ENSG00000261334,RP11-65J3.14,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-2.3191,-1.4993,-2.47829,-2.48079
ENSG00000106328,FSCN3,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-4.6166,-1.94005,-4.29865,-0.915261
ENSG00000231120,BTF3P10,0.49607414,0.49607414,0.49607414,-0.28754,-0.218405,-0.674327,-0.0402287,-0.685623,-4.72034,-4.29865,-0.858791
ENSG00000230366,DSCR9,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-1.26132,-4.6166,-2.2343,-4.29865,-1.70181
ENSG00000265590,AP000275.65,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-2.99212,-0.0408851,-2.65753,-0.600478,-4.29865,-3.26458
ENSG00000211966,IGHV5-51,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-4.7148,-4.6166,-4.72034,-4.29865,-4.74855
ENSG00000237682,RP3-514P16.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-0.717085,-1.93537,-1.8299,-2.97519,-2.44778,-3.0551
ENSG00000213312,RPL7AP34,0.49607414,0.49607414,0.49607414,-0.229359,-0.607107,-0.89204,-4.7148,-1.33704,-1.44025,0.577079,0.313485
ENSG00000197847,SLC22A20,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.71946,-1.85271,-2.32548,-1.13369,-0.263465,-0.246018
ENSG00000276931,RP11-161M6.6,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,0.392975,-1.91341,-4.6166,-4.72034,-4.29865,-1.97178
ENSG00000123201,GUCY1B2,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-1.67234,-1.50744,-3.38219,-0.999447,-3.42498
ENSG00000169302,STK32A,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-2.5361,-1.64966,-1.41165,-2.39654,-0.158049
ENSG00000204022,LIPJ,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,-2.34777,-3.44661,-4.72034,-2.27181,-2.66974
ENSG00000242076,IGKV1-33,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-4.61901,3.11408,-4.6166,-4.72034,-4.29865,-4.74855
ENSG00000239775,AC017116.11,0.49607414,0.49607414,0.49607414,0.884659,1.11725,1.06338,1.27863,0.920766,0.939043,-4.29865,1.02483
ENSG00000258354,MIR3180-1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,0.106662,-2.46207,-0.0407237,-0.309116,0.742112,-0.659602
ENSG00000279419,RP5-907C10.3,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-3.23306,-2.08373,-2.24824,-1.86591,0.0639315,-0.978841
ENSG00000249790,RP11-20D14.6,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-1.06441,-0.641698,-0.602415,-0.603641,-2.4931,-0.258448
ENSG00000188996,HUS1B,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-2.32398,-1.71687,-1.64746,-1.0212,-0.201058,-1.39013
ENSG00000259444,RP11-736N17.8,0.49607414,0.49607414,0.49607414,0.12755,0.493531,0.462849,-1.11355,-0.270737,-4.72034,-4.29865,-1.22999
ENSG00000253123,RP11-527N22.1,0.49607414,0.49607414,0.49607414,-0.627376086,-0.627376086,-0.825824,-1.39422,-0.795828,0.756057,-1.12066,0.55215
